时间,广告位类型,广告位,广告展示数,点击量,预计收入,千次展示收益,点击率
2018/12/8,Banner,球球跳-vivo-横幅,"6,225",43,7.57,1.22,0.69%
2018/12/8,插屏,贪吃蛇大战2048-九游-插屏,32,1,0.07,2.19,3.13%
2018/12/8,原生,纽扣的游戏-4399-开屏(原),243,19,2.71,11.15,7.82%
2018/12/8,原生,面条滑溜溜-4399-插屏(原),"1,368",142,27.24,19.91,10.38%
2018/12/8,Banner,面条滑溜溜-oppo-横幅,"4,202",23,2.8,0.67,0.55%
2018/12/8,插屏,欢乐打豆豆-三星-插屏,829,21,4.24,5.11,2.53%
2018/12/8,原生,开心玻璃杯-4399-插屏(原),"13,936","1,154",228.13,16.37,8.28%
2018/12/8,Banner,贪吃蛇大战20484399-banner,531,0,0.02,0.04,0.00%
2018/12/8,插屏,十字绣-联想-插屏,312,36,3.12,10,11.54%
2018/12/8,开屏,完美贴合-oppo-开屏,0,0,0,0,0.00%
2018/12/8,原生,吃鸡大英雄-oppo-开屏(原),"11,115",762,65.35,5.88,6.86%
2018/12/8,插屏,一球爆破-小米-插屏,29,1,0.11,3.79,3.45%
2018/12/8,插屏,纽扣的游戏-华为-插屏,3,0,0.01,3.33,0.00%
2018/12/8,原生,开心玻璃杯-中兴-开屏(原),221,3,0.34,1.54,1.36%
2018/12/8,原生,开心玻璃杯-wifi2-插屏(原),84,7,1.07,12.74,8.33%
2018/12/8,插屏,疯狂投篮-通用-插屏,448,5,0.73,1.63,1.12%
2018/12/8,Banner,奇侠怪招-横幅-新,450,3,0.44,0.98,0.67%
2018/12/8,Banner,十字绣-小米-横幅,"2,296",16,1.84,0.8,0.70%
2018/12/8,开屏,一球爆破-oppo-开屏,"1,238",108,14.78,11.94,8.72%
2018/12/8,插屏,一球爆破-oppo-插屏,"2,717",109,8.48,3.12,4.01%
2018/12/8,Banner,芝士就是力量-vivo-横幅,"17,652",45,6.03,0.34,0.25%
2018/12/8,原生,跳弹-4399-退出广告-自,2,0,0,0,0.00%
2018/12/8,Banner,面条滑溜溜-vivo-横幅,"33,793",93,12.19,0.36,0.28%
2018/12/8,Banner,快乐玻璃杯-百度-横幅,"10,898",25,2.84,0.26,0.23%
2018/12/8,开屏,奇妙的森林-4399-开屏,2,0,0,0,0.00%
2018/12/8,Banner,欢乐打豆豆-通用-横幅,"1,315",1,0.24,0.18,0.08%
2018/12/8,开屏,红心大战接龙-vivo-开屏,257,10,1.95,7.59,3.89%
2018/12/8,原生,贪吃蛇大战2048-vivo-开屏(原),581,78,11.88,20.45,13.43%
2018/12/8,Banner,跳弹-通用-横幅,"1,750",2,0.36,0.21,0.11%
2018/12/8,原生,完美贴合-小米-插屏(原),710,33,5.32,7.49,4.65%
2018/12/8,开屏,疯狂投篮-vivo-开屏,"1,026",90,17.98,17.52,8.77%
2018/12/8,Banner,球球大战方块-oppo-横幅,133,0,0,0,0.00%
2018/12/8,插屏,奇侠怪招-插屏-新,0,0,0,0,0.00%
2018/12/8,Banner,跳弹-阿里云-横幅-新,0,0,0,0,0.00%
2018/12/8,Banner,线条飞跃-联想-横幅,31,0,0.01,0.32,0.00%
2018/12/8,Banner,欢乐打豆豆-qihoo-横幅,"1,111",5,0.69,0.62,0.45%
2018/12/8,原生,疯狂投篮-oppo-插屏(原),"17,281","2,983",217.68,12.6,17.26%
2018/12/8,Banner,面条滑溜溜-小米-横幅,"1,135",5,0.84,0.74,0.44%
2018/12/8,原生,快乐玻璃杯-百度-开屏(原),"1,719",49,5.84,3.4,2.85%
2018/12/8,开屏,红心大战接龙-小米-开屏,852,34,6.28,7.37,3.99%
2018/12/8,插屏,球球大战方块-好游-激励插屏,13,2,0.1,7.69,15.38%
2018/12/8,开屏,八分音符酱-小米-开屏,30,2,0.08,2.67,6.67%
2018/12/8,插屏,疯狂投篮-oppo-插屏,"1,300",80,11.21,8.62,6.15%
2018/12/8,原生,面条滑溜溜-oppo-开屏（自）,36,1,0.13,3.61,2.78%
2018/12/8,Banner,贪吃蛇大战2048-通用-banner,"1,618",10,1.62,1,0.62%
2018/12/8,Banner,欢乐球球-tap-横幅,480,0,0.07,0.15,0.00%
2018/12/8,原生,宝宝爱洗手-百度-开屏(原),3,0,0,0,0.00%
2018/12/8,Banner,六角拼拼-oppo-横幅,"3,534",10,1.66,0.47,0.28%
2018/12/8,开屏,吃鸡大英雄-好游-开屏,"1,822",35,14.73,8.08,1.92%
2018/12/8,原生,芝士就是力量-vivo-开屏(原),"9,601",331,48.85,5.09,3.45%
2018/12/8,插屏,地表最强音-酷派-插屏,6,0,0,0,0.00%
2018/12/8,开屏,球球跳一跳-小米-开屏,9,2,0.01,1.11,22.22%
2018/12/8,Banner,八分音符酱-vivo-横幅,"31,115",124,21.06,0.68,0.40%
2018/12/8,开屏,指尖陀螺-努比亚-开屏,26,0,0,0,0.00%
2018/12/8,插屏,掌上修仙-插屏,0,0,0,0,0.00%
2018/12/8,Banner,粘住火柴蜘蛛人-4399-横幅,"1,860",10,1.72,0.92,0.54%
2018/12/8,开屏,疯狂投篮-应用宝-激励开屏,44,1,0.24,5.45,2.27%
2018/12/8,开屏,寻光-酷派-开屏,4,1,0.23,57.5,25.00%
2018/12/8,原生,十字绣-oppo-插屏（自）,"5,454","1,246",140.78,25.81,22.85%
2018/12/8,开屏,球球跳一跳-好游-开屏,10,1,0.08,8,10.00%
2018/12/8,插屏,欢乐球球-4399-插屏,455,19,1.82,4,4.18%
2018/12/8,Banner,指尖飞车-4399-横幅,"2,833",24,2.38,0.84,0.85%
2018/12/8,原生,拥挤战争-4399-插屏(原),"232,126","42,833","8,459.72",36.44,18.45%
2018/12/8,原生,开心玻璃杯-wifi-插屏(原),246,25,2.64,10.73,10.16%
2018/12/8,插屏,贪吃蛇大战2048-联想-插屏,361,24,2.64,7.31,6.65%
2018/12/8,Banner,六角拼拼-小米-横幅,"5,163",16,2.99,0.58,0.31%
2018/12/8,Banner,八分音符酱-oppo-横幅,41,0,0,0,0.00%
2018/12/8,开屏,纽扣的游戏-三星-开屏,505,56,9.94,19.68,11.09%
2018/12/8,原生,保护气球-taptap-开屏(原),303,15,5.03,16.6,4.95%
2018/12/8,插屏,贪吃蛇大战2048-通用-插屏,"1,573",39,5.05,3.21,2.48%
2018/12/8,原生,拥挤战争-好游-插屏(原),"25,442","3,276",648.89,25.5,12.88%
2018/12/8,Banner,贪吃蛇大战2048-金立游戏-横幅,155,1,0.12,0.77,0.65%
2018/12/8,Banner,八分音符酱-小米-横幅,"4,353",23,2.98,0.68,0.53%
2018/12/8,插屏,八分音符酱-联想-插屏-新,0,0,0,0,0.00%
2018/12/8,开屏,贪吃大作战-魅族-开屏,0,0,0,0,0.00%
2018/12/8,开屏,面条滑溜溜-联想-开屏,"2,412",155,27.24,11.29,6.43%
2018/12/8,Banner,贪吃蛇大战2048hj-hj-横幅,27,0,0,0,0.00%
2018/12/8,原生,面条滑溜溜-oppo-插屏（自）,47,10,0.95,20.21,21.28%
2018/12/8,Banner,红心大战接龙-小米-横幅,"7,291",22,2.05,0.28,0.30%
2018/12/8,插屏,八分音符酱-金立-插屏-新,0,0,0,0,0.00%
2018/12/8,开屏,保护气球-qihoo-开屏,34,1,0.03,0.88,2.94%
2018/12/8,原生,拥挤战争-taptap-插屏(原),12,1,0.21,17.5,8.33%
2018/12/8,原生,完美贴合-百度-开屏(原),13,1,0.17,13.08,7.69%
2018/12/8,原生,滚动的球球-oppo-开屏(原),592,89,7.88,13.31,15.03%
2018/12/8,开屏,八分音符酱-努比亚-开屏,97,3,0.33,3.4,3.09%
2018/12/8,开屏,十字绣-vivo-开屏,41,8,2.02,49.27,19.51%
2018/12/8,插屏,皮皮虾我们走-联想-插屏,281,11,0.41,1.46,3.91%
2018/12/8,插屏,欢乐球球-联想-插屏,41,1,0.22,5.37,2.44%
2018/12/8,Banner,粘住火柴蜘蛛人-百度-横幅,33,0,0,0,0.00%
2018/12/8,Banner,十字绣-oppo-横幅,"21,597",97,11.36,0.53,0.45%
2018/12/8,Banner,指尖陀螺-努比亚-横幅,206,2,0.2,0.97,0.97%
2018/12/8,原生,粘住火柴蜘蛛人-4399-开屏(原),864,74,13.86,16.04,8.56%
2018/12/8,原生,魅影车手-oppo-开屏(原),63,6,0.28,4.44,9.52%
2018/12/8,开屏,十字绣-金立游戏-激励开屏,173,2,0.91,5.26,1.16%
2018/12/8,开屏,斗图大作战-开屏,10,0,0,0,0.00%
2018/12/8,Banner,粘住火柴蜘蛛人-vivo-横幅,"18,842",171,24.31,1.29,0.91%
2018/12/8,插屏,十字绣-应用宝-插屏,"2,024",20,2.29,1.13,0.99%
2018/12/8,Banner,开心玻璃杯-wifi2-横幅,287,2,0.08,0.28,0.70%
2018/12/8,开屏,欢乐球球-联想-开屏,42,3,0.26,6.19,7.14%
2018/12/8,插屏,球球跳一跳-小米-插屏,75,5,0.42,5.6,6.67%
2018/12/8,插屏,指尖飞车-oppo-插屏,23,2,0.22,9.57,8.70%
2018/12/8,开屏,贪吃大作战-华为-开屏,687,41,5.74,8.36,5.97%
2018/12/8,开屏,贪吃蛇大战2048-努比亚-开屏,153,18,2.69,17.58,11.76%
2018/12/8,Banner,吃鸡大英雄-中兴-横幅,"3,390",25,2.21,0.65,0.74%
2018/12/8,原生,疯狂投篮4399-退出广告-自,2,0,0,0,0.00%
2018/12/8,开屏,吃鸡大英雄-oppo-开屏,88,3,0.36,4.09,3.41%
2018/12/8,插屏,贪吃大作战-华为-插屏,"2,889",98,7.21,2.5,3.39%
2018/12/8,开屏,欢乐打豆豆-通用-开屏,86,3,1.39,16.16,3.49%
2018/12/8,插屏,完美贴合-联想-插屏,370,8,1,2.7,2.16%
2018/12/8,Banner,粘住火柴蜘蛛人-联想-横幅,"1,646",11,1.53,0.93,0.67%
2018/12/8,Banner,球球跳一跳-qihoo-横幅,269,9,1.06,3.94,3.35%
2018/12/8,Banner,八分音符酱4399-横幅,"1,275",8,0.86,0.67,0.63%
2018/12/8,Banner,芝士就是力量-好游-横幅,"2,028",8,0.95,0.47,0.39%
2018/12/8,Banner,八分音符酱-努比亚-横幅,340,1,0.18,0.53,0.29%
2018/12/8,插屏,十字绣-小米-插屏,"3,500",36,5.39,1.54,1.03%
2018/12/8,开屏,欢乐打豆豆-小米-激励开屏,45,0,0.02,0.44,0.00%
2018/12/8,原生,纽扣的游戏-vivo-开屏(原),573,73,12.74,22.23,12.74%
2018/12/8,Banner,红心大战接龙-qihoo-横幅,614,2,0.15,0.24,0.33%
2018/12/8,开屏,八分音符酱-酷派-开屏,69,12,2.05,29.71,17.39%
2018/12/8,Banner,完美贴合-百度-横幅,104,1,0.25,2.4,0.96%
2018/12/8,Banner,疯狂投篮-通用-横幅,574,11,1.83,3.19,1.92%
2018/12/8,开屏,红心大战接龙-金立游戏-开屏,202,5,1.06,5.25,2.48%
2018/12/8,插屏,球球跳-oppo-插屏,119,6,0.42,3.53,5.04%
2018/12/8,Banner,奇妙的森林-4399-横幅,7,0,0,0,0.00%
2018/12/8,Banner,保护气球-taptap-横幅,"4,880",17,3.03,0.62,0.35%
2018/12/8,插屏,线条飞跃-好游-插屏,482,15,1.76,3.65,3.11%
2018/12/8,Banner,球球跳-oppo-横,"8,402",92,9.45,1.12,1.09%
2018/12/8,插屏,疯狂投篮4399-插,"1,385",53,7.43,5.36,3.83%
2018/12/8,Banner,滚动的球球-小米-横幅,614,2,0.07,0.11,0.33%
2018/12/8,Banner,线条飞跃-小米-横幅,263,2,0.19,0.72,0.76%
2018/12/8,Banner,芝士就是力量-oppo-横幅,"44,499",162,18.42,0.41,0.36%
2018/12/8,原生,完美贴合-百度-插屏(原),47,1,0.09,1.91,2.13%
2018/12/8,原生,十字绣-华为-开屏（自）,210,19,4.57,21.76,9.05%
2018/12/8,开屏,六角拼拼-vivo-开屏,"1,321",86,21.58,16.34,6.51%
2018/12/8,开屏,寻光-应用宝-开屏,422,25,6.56,15.55,5.92%
2018/12/8,Banner,奇妙的森林-联想-横幅,0,0,0,0,0.00%
2018/12/8,插屏,红心大战接龙-qihoo-插屏,83,1,0.15,1.81,1.20%
2018/12/8,原生,完美贴合-4399-插屏(原),523,31,6.65,12.72,5.93%
2018/12/8,原生,开心玻璃杯-小米-插屏(原),"13,955",911,85.18,6.1,6.53%
2018/12/8,Banner,掘地登山-好游快爆-横幅,"1,656",19,1.82,1.1,1.15%
2018/12/8,开屏,寻光-小米-开屏,5,0,0.01,2,0.00%
2018/12/8,Banner,奇妙的森林-小米-横幅,23,0,0,0,0.00%
2018/12/8,插屏,掘地登山-联想-插屏,124,4,0.42,3.39,3.23%
2018/12/8,Banner,全民跳一跳-oppo-横幅,"5,288",46,4.75,0.9,0.87%
2018/12/8,Banner,完美贴合-联想-横幅,605,1,0.11,0.18,0.17%
2018/12/8,插屏,六角拼拼-vivo-插屏,"2,941",93,12.83,4.36,3.16%
2018/12/8,开屏,球球跳一跳-百度-开屏,3,1,0.25,83.33,33.33%
2018/12/8,开屏,十字绣-三星-开屏,561,23,4.59,8.18,4.10%
2018/12/8,插屏,一球爆破-vivo-插屏,320,25,4.1,12.81,7.81%
2018/12/8,原生,芝士就是力量-4399-开屏(原),177,9,1.47,8.31,5.08%
2018/12/8,Banner,飞刀射击-金立-横幅,142,1,0.23,1.62,0.70%
2018/12/8,原生,贪吃大作战-华为-插屏(原),"246,165","30,657","2,939.07",11.94,12.45%
2018/12/8,Banner,保护气球-中兴-横幅,"3,221",15,2.31,0.72,0.47%
2018/12/8,插屏,线条飞跃-qihoo-插屏,841,36,3.62,4.3,4.28%
2018/12/8,Banner,红心大战接龙-联想-横幅,614,1,0.09,0.15,0.16%
2018/12/8,Banner,纽扣的游戏4399-横幅,"1,771",23,2.62,1.48,1.30%
2018/12/8,原生,吃鸡大英雄-vivo-插屏(原),"6,410",720,147.39,22.99,11.23%
2018/12/8,Banner,疯狂投篮-小米-横幅,"1,840",45,4.02,2.18,2.45%
2018/12/8,Banner,完美贴合-oppo-横幅,"3,876",9,1.82,0.47,0.23%
2018/12/8,插屏,疯狂投篮-小米-插屏,"1,375",68,5.87,4.27,4.95%
2018/12/8,原生,八分音符酱-百度-退出广告-自,4,0,0,0,0.00%
2018/12/8,插屏,八分音符酱-通用-插屏-新,0,0,0,0,0.00%
2018/12/8,开屏,寻光-金立游戏-开屏,1,0,0,0,0.00%
2018/12/8,开屏,六角拼拼-酷派-开屏,1,0,0,0,0.00%
2018/12/8,开屏,完美贴合-联想-开屏,115,12,2.27,19.74,10.43%
2018/12/8,插屏,吃鸡大英雄-vivo-插屏,92,6,0.5,5.43,6.52%
2018/12/8,原生,吃鸡大英雄-百度-插屏(原),"2,467",140,23.28,9.44,5.67%
2018/12/8,插屏,红心大战接龙-oppo-插屏,"34,274",622,67.12,1.96,1.81%
2018/12/8,原生,八分音符酱-小米-插屏（原）,"1,088",212,42.46,39.03,19.49%
2018/12/8,原生,粘住火柴蜘蛛人-百度-插屏(原),30,3,0.2,6.67,10.00%
2018/12/8,原生,欢乐打豆豆-oppo-退出广告-自,14,0,0.03,2.14,0.00%
2018/12/8,开屏,贪吃蛇大战2048-金立游戏-开屏,39,8,2.51,64.36,20.51%
2018/12/8,插屏,八分音符酱-酷派-插屏,68,4,0.56,8.24,5.88%
2018/12/8,原生,保护气球-oppo-插屏(原),439,78,8.15,18.56,17.77%
2018/12/8,Banner,疯狂投篮-应用宝-横幅,573,10,0.89,1.55,1.75%
2018/12/8,插屏,寻光-oppo-插屏,"1,995",37,3.7,1.85,1.85%
2018/12/8,插屏,欢乐打豆豆-金立游戏-插屏,0,0,0,0,0.00%
2018/12/8,Banner,贪吃蛇大战2048-联想-横幅,670,2,0.28,0.42,0.30%
2018/12/8,原生,掘地登山-好游快爆-开屏（原）,"1,978",98,11.54,5.83,4.95%
2018/12/8,插屏,六角拼拼-酷派-插屏,13,0,0.01,0.77,0.00%
2018/12/8,插屏,十字绣-金立游戏-插屏,"1,460",132,9.5,6.51,9.04%
2018/12/8,插屏,地表最强音-应用宝-插屏,9,0,0,0,0.00%
2018/12/8,插屏,飞刀射击-金立-插屏,81,4,0.42,5.19,4.94%
2018/12/8,插屏,全民跳一跳-酷派-插屏,71,5,0.58,8.17,7.04%
2018/12/8,Banner,贪吃蛇大战2048-应用宝-横幅,503,0,0.01,0.02,0.00%
2018/12/8,原生,指尖飞车-小米-开屏(原),159,6,1.29,8.11,3.77%
2018/12/8,Banner,八分音符酱-oppo-横幅,167,2,0.22,1.32,1.20%
2018/12/8,插屏,指尖陀螺-vivo-插屏,"2,920",118,13.37,4.58,4.04%
2018/12/8,原生,线条飞跃-oppo-开屏(原),497,62,10.42,20.97,12.47%
2018/12/8,原生,八分音符酱-vivo-开屏(原),"3,379",408,95.12,28.15,12.07%
2018/12/8,开屏,八分音符酱-九游-开屏,1,0,0,0,0.00%
2018/12/8,开屏,球球大战方块-联想-开屏,59,7,0.8,13.56,11.86%
2018/12/8,原生,贪吃蛇大战2048-qihoo-开屏1,194,17,3.16,16.29,8.76%
2018/12/8,原生,粘住火柴蜘蛛人-百度-开屏(原),12,2,0.01,0.83,16.67%
2018/12/8,原生,纽扣的游戏-小米-插屏(原),666,109,11.25,16.89,16.37%
2018/12/8,Banner,飞刀射击-qihoo-横幅,666,8,0.79,1.19,1.20%
2018/12/8,原生,开心玻璃杯-oppo-插屏（自）,339,26,1.31,3.86,7.67%
2018/12/8,原生,粘住火柴蜘蛛人-中兴-开屏(原),"1,575",73,11.15,7.08,4.63%
2018/12/8,插屏,球球大战方块-小米-插屏,4,0,0,0,0.00%
2018/12/8,原生,保护气球-好游-插屏(原),112,10,1.54,13.75,8.93%
2018/12/8,Banner,线条飞跃-tap-横幅,118,0,0.01,0.08,0.00%
2018/12/8,插屏,皮皮虾我们走4399-插屏,1,0,0,0,0.00%
2018/12/8,原生,面条滑溜溜-vivo-开屏(原),"8,805",724,142.15,16.14,8.22%
2018/12/8,插屏,奇妙的森林-小米-插屏,1,0,0,0,0.00%
2018/12/8,插屏,跳弹-联想-插屏,11,0,0,0,0.00%
2018/12/8,原生,球球大战方块-oppo-开屏(原),5,0,0.01,2,0.00%
2018/12/8,Banner,十字绣-应用宝-横幅,"6,528",10,1.26,0.19,0.15%
2018/12/8,插屏,滚动的球球-小米-插屏,26,2,0.26,10,7.69%
2018/12/8,插屏,面条滑溜溜-vivo-插屏,0,0,0,0,0.00%
2018/12/8,开屏,疯狂投篮-通用-开屏,74,3,2.78,37.57,4.05%
2018/12/8,Banner,全民跳一跳-酷派-横幅,126,1,0.11,0.87,0.79%
2018/12/8,插屏,贪吃蛇大战2048-努比亚-插屏,677,31,3.4,5.02,4.58%
2018/12/8,Banner,掘地登山-4399-横幅,"27,487",190,23.11,0.84,0.69%
2018/12/8,原生,八分音符酱-oppo-插屏(原),"20,215","4,396",489.48,24.21,21.75%
2018/12/8,插屏,一球爆破-好游-插屏,184,7,0.75,4.08,3.80%
2018/12/8,开屏,欢乐球球-tap-开屏,68,4,0.43,6.32,5.88%
2018/12/8,原生,贪吃蛇大战2048-4399-插屏(原),39,7,1.43,36.67,17.95%
2018/12/8,原生,指尖飞车-vivo-插屏(原),492,72,11.27,22.91,14.63%
2018/12/8,原生,掘地登山-4399-开屏（原）,"26,718","2,164",443.67,16.61,8.10%
2018/12/8,Banner,拥挤战争-taptap-横幅,44,0,0.01,0.23,0.00%
2018/12/8,原生,飞刀射击-qihoo-插屏(原),58,8,1.23,21.21,13.79%
2018/12/8,Banner,贪吃蛇大战2048-努比亚-横幅,411,3,0.26,0.63,0.73%
2018/12/8,原生,开心玻璃杯-vivo-开屏（1）,"19,005",588,91.68,4.82,3.09%
2018/12/8,开屏,寻光4399-开屏,2,0,0,0,0.00%
2018/12/8,插屏,保护气球-oppo-插屏,901,64,6.35,7.05,7.10%
2018/12/8,插屏,疯狂投篮-通用-插屏-激励,0,0,0,0,0.00%
2018/12/8,插屏,八分音符酱-通用-插屏,0,0,0,0,0.00%
2018/12/8,Banner,球球跳一跳-联想-横幅,4,0,0,0,0.00%
2018/12/8,Banner,芝士就是力量-百度-横幅,1,0,0,0,0.00%
2018/12/8,原生,指尖飞车-百度-开屏(原),13,1,0.29,22.31,7.69%
2018/12/8,Banner,芝士就是力量-联想-横幅,546,1,0.19,0.35,0.18%
2018/12/8,开屏,八分音符酱4399-开屏,16,2,0.23,14.38,12.50%
2018/12/8,开屏,cadfdasfcasfca,787,81,9.11,11.58,10.29%
2018/12/8,原生,指尖飞车-华为-插屏(原),"24,162","2,712",198.35,8.21,11.22%
2018/12/8,Banner,魅影车手-好游-横幅,613,1,0.19,0.31,0.16%
2018/12/8,原生,开心玻璃杯-4399-开屏(原),"4,532",216,38.32,8.46,4.77%
2018/12/8,Banner,面条滑溜溜-联想-横幅,"5,851",34,5.29,0.9,0.58%
2018/12/8,原生,指尖飞车-好游-插屏(原),253,28,7.9,31.23,11.07%
2018/12/8,开屏,欢乐打豆豆-oppo-激励开屏,497,19,3.16,6.36,3.82%
2018/12/8,Banner,指尖陀螺-阿里云-横幅-新,0,0,0,0,0.00%
2018/12/8,Banner,球球大战方块-好游-横幅,10,0,0,0,0.00%
2018/12/8,原生,吃鸡大英雄-4399-插屏(原),"1,981",185,51.54,26.02,9.34%
2018/12/8,开屏,奇妙的森林-oppo-开屏,76,10,2.17,28.55,13.16%
2018/12/8,原生,吃鸡大英雄-中兴-开屏(原生),"2,127",91,8.68,4.08,4.28%
2018/12/8,插屏,跳弹-通用-插屏,182,9,1.94,10.66,4.95%
2018/12/8,开屏,疯狂投篮-联想-开屏,18,1,0.02,1.11,5.56%
2018/12/8,开屏,欢乐打豆豆-应用宝-激励开屏,94,4,0.42,4.47,4.26%
2018/12/8,开屏,全民跳一跳4399-开屏,14,4,0.54,38.57,28.57%
2018/12/8,开屏,飞刀射击-vivo-开屏,"2,240",152,27.99,12.5,6.79%
2018/12/8,插屏,八分音符酱-vivo-插屏,82,7,0.63,7.68,8.54%
2018/12/8,插屏,寻光-酷派-插屏,3,0,0,0,0.00%
2018/12/8,Banner,十字绣-三星-横幅,"4,121",8,1.28,0.31,0.19%
2018/12/8,插屏,你胖你先吃-4399-插屏,0,0,0,0,0.00%
2018/12/8,Banner,飞刀射击-vivo-横幅,"3,831",39,4.05,1.06,1.02%
2018/12/8,开屏,面条滑溜溜-qihoo-开屏,94,7,0.77,8.19,7.45%
2018/12/8,开屏,面条滑溜溜-百度-开屏,1,0,0,0,0.00%
2018/12/8,开屏,开心玻璃杯-qihoo-开屏,392,24,2.87,7.32,6.12%
2018/12/8,Banner,六角拼拼-安卓-横幅,59,0,0,0,0.00%
2018/12/8,Banner,魅影车手-联想-横幅,26,0,0,0,0.00%
2018/12/8,开屏,寻光-oppo-开屏,"1,022",43,10.28,10.06,4.21%
2018/12/8,插屏,十字绣-vivo-插屏,71,9,1.12,15.77,12.68%
2018/12/8,开屏,指尖飞车-oppo-开屏,8,2,0.31,38.75,25.00%
2018/12/8,插屏,纽扣的游戏-安智-插屏,0,0,0,0,0.00%
2018/12/8,插屏,开心玻璃杯-oppo-插屏,"1,903",112,12.55,6.59,5.89%
2018/12/8,插屏,羽毛球大乱斗-插屏,228,17,1.11,4.87,7.46%
2018/12/8,Banner,跳弹-联想-横幅,107,0,0.01,0.09,0.00%
2018/12/8,开屏,纽扣的游戏-vivo-开屏,15,4,0.76,50.67,26.67%
2018/12/8,原生,欢乐打豆豆-通用-退出广告-自,0,0,0,0,0.00%
2018/12/8,插屏,欢乐打豆豆-应用宝-插屏,"1,225",16,1.07,0.87,1.31%
2018/12/8,Banner,十字绣-qihoo-横幅,"2,413",9,0.79,0.33,0.37%
2018/12/8,Banner,球球大战方块-小米-横幅,0,0,0,0,0.00%
2018/12/8,插屏,欢乐球球-小米-插屏,385,38,2.73,7.09,9.87%
2018/12/8,Banner,贪吃蛇大战2048-qihoo-横幅,"1,582",6,1.1,0.7,0.38%
2018/12/8,Banner,保护气球-qihoo-横幅,"32,590",110,15.22,0.47,0.34%
2018/12/8,开屏,保护气球-taptap-开屏,33,1,0.19,5.76,3.03%
2018/12/8,原生,芝士就是力量-vivo-插屏(原),"9,629",839,147.48,15.32,8.71%
2018/12/8,Banner,贪吃蛇大战2048-小米-横幅,796,11,1.31,1.65,1.38%
2018/12/8,Banner,欢乐球球-小米-横幅,612,2,0.12,0.2,0.33%
2018/12/8,Banner,滚动的球球-4399-横幅,383,2,0.06,0.16,0.52%
2018/12/8,插屏,指尖飞车-联想-插屏,292,5,0.31,1.06,1.71%
2018/12/8,插屏,指尖陀螺-阿里云-插屏-新,0,0,0,0,0.00%
2018/12/8,原生,英雄难过棍子关-百度-开屏(原),17,2,0.21,12.35,11.76%
2018/12/8,插屏,八分音符酱-oppo-插屏,224,16,1.01,4.51,7.14%
2018/12/8,原生,保护气球-oppo-开屏(原),"35,665","2,846",382.63,10.73,7.98%
2018/12/8,Banner,开心玻璃杯-4399-横幅,"22,088",96,15.57,0.7,0.43%
2018/12/8,原生,欢乐打豆豆-vivo-开屏(原),886,108,24.21,27.33,12.19%
2018/12/8,原生,吃鸡大英雄-oppo-插屏(原生),"23,280","3,030",215.64,9.26,13.02%
2018/12/8,开屏,纽扣的游戏-联想-开屏,71,9,1.29,18.17,12.68%
2018/12/8,插屏,吃鸡大英雄-oppo-插屏,54,1,0.12,2.22,1.85%
2018/12/8,开屏,球球大战方块-联想-激励开屏,29,3,0.78,26.9,10.34%
2018/12/8,Banner,芝士就是力量-小米-横幅,"1,285",2,0.36,0.28,0.16%
2018/12/8,Banner,欢乐打豆豆-oppo-横幅,"17,840",71,8.17,0.46,0.40%
2018/12/8,Banner,吃鸡大英雄-小米-横幅,464,2,0.15,0.32,0.43%
2018/12/8,原生,吃鸡大英雄-vivo-开屏(原),"6,997",465,95.96,13.71,6.65%
2018/12/8,开屏,贪吃蛇大战2048-vivo-开屏,14,2,0.07,5,14.29%
2018/12/8,原生,十字绣-vivo-插屏（自）,"9,917","1,688",262.89,26.51,17.02%
2018/12/8,插屏,跳弹4399-插屏,0,0,0,0,0.00%
2018/12/8,开屏,粘住火柴蜘蛛人-联想-开屏,456,31,5.99,13.14,6.80%
2018/12/8,插屏,跳弹-OPPO-插屏-新,0,0,0,0,0.00%
2018/12/8,插屏,皮皮虾我们走-百度-插屏,0,0,0,0,0.00%
2018/12/8,原生,滚动的球球-4399-插屏(原),281,17,3.32,11.81,6.05%
2018/12/8,开屏,芝士就是力量-联想-开屏,193,7,1.37,7.1,3.63%
2018/12/8,原生,指尖陀螺-vivo-插屏(原),306,38,2.89,9.44,12.42%
2018/12/8,插屏,十字绣-金立游戏-激励插屏,0,0,0,0,0.00%
2018/12/8,原生,指尖飞车-好游-开屏(原),288,19,6.81,23.65,6.60%
2018/12/8,原生,粘住火柴蜘蛛人-4399-插屏(原),"1,647",254,50.24,30.5,15.42%
2018/12/8,插屏,地表最强音-金立游戏-插屏,89,2,0.24,2.7,2.25%
2018/12/8,插屏,贪吃蛇大战2048-应用宝-插屏,422,21,1.64,3.89,4.98%
2018/12/8,原生,球球大战方块-oppo-插屏(原),10,2,0.13,13,20.00%
2018/12/8,开屏,魅影车手-小米-开屏,3,0,0.01,3.33,0.00%
2018/12/8,Banner,拥挤战争-4399-横幅,"1,136,307","7,731","1,072.75",0.94,0.68%
2018/12/8,插屏,六角拼拼-小米-插屏,740,27,2.64,3.57,3.65%
2018/12/8,插屏,八分音符酱-小米-插屏,51,1,0.15,2.94,1.96%
2018/12/8,插屏,吃鸡大英雄-好游-插屏,801,16,1.53,1.91,2.00%
2018/12/8,插屏,贪吃蛇大战2048-oppo-插屏,528,28,2.96,5.61,5.30%
2018/12/9,原生,完美贴合-小米-开屏(原),348,11,3.08,8.85,3.16%
